movie_id,language,focal_character_count,timeline_node_count,cross_scene_arc_count,timeline_relative_path,arc_relative_path
enc6e53029ab49475dbb82bf89a57e1a42,English,3,37,13,data/per_movie/English/enc6e53029ab49475dbb82bf89a57e1a42/gold_character_timelines_v1.json,data/per_movie/English/enc6e53029ab49475dbb82bf89a57e1a42/gold_cross_scene_arcs_v1.json
enc76f658069e44354af1c5f8ab366d9ff,English,3,35,13,data/per_movie/English/enc76f658069e44354af1c5f8ab366d9ff/gold_character_timelines_v1.json,data/per_movie/English/enc76f658069e44354af1c5f8ab366d9ff/gold_cross_scene_arcs_v1.json
enca11f6b8ddcc4844a5ee14e1c7b9762e,English,3,35,12,data/per_movie/English/enca11f6b8ddcc4844a5ee14e1c7b9762e/gold_character_timelines_v1.json,data/per_movie/English/enca11f6b8ddcc4844a5ee14e1c7b9762e/gold_cross_scene_arcs_v1.json
ence0f8f6cc6994a0b9b565d6910852f82,English,3,34,13,data/per_movie/English/ence0f8f6cc6994a0b9b565d6910852f82/gold_character_timelines_v1.json,data/per_movie/English/ence0f8f6cc6994a0b9b565d6910852f82/gold_cross_scene_arcs_v1.json
encfd3090ddb3146318f2edf3bf6807b30,English,3,36,13,data/per_movie/English/encfd3090ddb3146318f2edf3bf6807b30/gold_character_timelines_v1.json,data/per_movie/English/encfd3090ddb3146318f2edf3bf6807b30/gold_cross_scene_arcs_v1.json
end1e9449b581f407491eab2f5742a7478,English,3,34,12,data/per_movie/English/end1e9449b581f407491eab2f5742a7478/gold_character_timelines_v1.json,data/per_movie/English/end1e9449b581f407491eab2f5742a7478/gold_cross_scene_arcs_v1.json
end30e8354cc2549e29114e0b2f142ca37,English,3,36,14,data/per_movie/English/end30e8354cc2549e29114e0b2f142ca37/gold_character_timelines_v1.json,data/per_movie/English/end30e8354cc2549e29114e0b2f142ca37/gold_cross_scene_arcs_v1.json
end5a824f9c5a34d1b8b0181b434ae6674,English,3,36,14,data/per_movie/English/end5a824f9c5a34d1b8b0181b434ae6674/gold_character_timelines_v1.json,data/per_movie/English/end5a824f9c5a34d1b8b0181b434ae6674/gold_cross_scene_arcs_v1.json
enda758a230fce4106a0a250e267fdbab8,English,3,33,14,data/per_movie/English/enda758a230fce4106a0a250e267fdbab8/gold_character_timelines_v1.json,data/per_movie/English/enda758a230fce4106a0a250e267fdbab8/gold_cross_scene_arcs_v1.json
endd6934919fe24835b367651ac58b0d6d,English,3,35,12,data/per_movie/English/endd6934919fe24835b367651ac58b0d6d/gold_character_timelines_v1.json,data/per_movie/English/endd6934919fe24835b367651ac58b0d6d/gold_cross_scene_arcs_v1.json
endf4af255fff1417397ad8dc82d404df7,English,3,35,13,data/per_movie/English/endf4af255fff1417397ad8dc82d404df7/gold_character_timelines_v1.json,data/per_movie/English/endf4af255fff1417397ad8dc82d404df7/gold_cross_scene_arcs_v1.json
endffac0563af542049ec8e89fb53065ba,English,3,35,12,data/per_movie/English/endffac0563af542049ec8e89fb53065ba/gold_character_timelines_v1.json,data/per_movie/English/endffac0563af542049ec8e89fb53065ba/gold_cross_scene_arcs_v1.json
ene1433f380b2d4da7b5a3781c6512968f,English,3,38,15,data/per_movie/English/ene1433f380b2d4da7b5a3781c6512968f/gold_character_timelines_v1.json,data/per_movie/English/ene1433f380b2d4da7b5a3781c6512968f/gold_cross_scene_arcs_v1.json
ene1511ec4987a483f84d938257332734c,English,3,36,13,data/per_movie/English/ene1511ec4987a483f84d938257332734c/gold_character_timelines_v1.json,data/per_movie/English/ene1511ec4987a483f84d938257332734c/gold_cross_scene_arcs_v1.json
ene31a5765eef2481ba7f4a03de7180508,English,3,36,12,data/per_movie/English/ene31a5765eef2481ba7f4a03de7180508/gold_character_timelines_v1.json,data/per_movie/English/ene31a5765eef2481ba7f4a03de7180508/gold_cross_scene_arcs_v1.json
ene7ea5a09bac248ef93cb96fea57e1d53,English,3,31,11,data/per_movie/English/ene7ea5a09bac248ef93cb96fea57e1d53/gold_character_timelines_v1.json,data/per_movie/English/ene7ea5a09bac248ef93cb96fea57e1d53/gold_cross_scene_arcs_v1.json
ene827f5ab63c84c2eb5d32f6d149e9b5d,English,3,33,12,data/per_movie/English/ene827f5ab63c84c2eb5d32f6d149e9b5d/gold_character_timelines_v1.json,data/per_movie/English/ene827f5ab63c84c2eb5d32f6d149e9b5d/gold_cross_scene_arcs_v1.json
ene9057ea21d1c4171b3eb1b705a5763fb,English,3,36,13,data/per_movie/English/ene9057ea21d1c4171b3eb1b705a5763fb/gold_character_timelines_v1.json,data/per_movie/English/ene9057ea21d1c4171b3eb1b705a5763fb/gold_cross_scene_arcs_v1.json
enea12b0b06c5e46f799710f03435ecaa4,English,3,36,14,data/per_movie/English/enea12b0b06c5e46f799710f03435ecaa4/gold_character_timelines_v1.json,data/per_movie/English/enea12b0b06c5e46f799710f03435ecaa4/gold_cross_scene_arcs_v1.json
enea9d585da5e24885b289f0eb491f42ae,English,3,36,12,data/per_movie/English/enea9d585da5e24885b289f0eb491f42ae/gold_character_timelines_v1.json,data/per_movie/English/enea9d585da5e24885b289f0eb491f42ae/gold_cross_scene_arcs_v1.json
enec3061f1b9d346fa84285a8f3eb111ba,English,3,33,12,data/per_movie/English/enec3061f1b9d346fa84285a8f3eb111ba/gold_character_timelines_v1.json,data/per_movie/English/enec3061f1b9d346fa84285a8f3eb111ba/gold_cross_scene_arcs_v1.json
enf13d66c0d1a5499d9941d74fa4ed1d7a,English,2,24,9,data/per_movie/English/enf13d66c0d1a5499d9941d74fa4ed1d7a/gold_character_timelines_v1.json,data/per_movie/English/enf13d66c0d1a5499d9941d74fa4ed1d7a/gold_cross_scene_arcs_v1.json
enf18baec3a1b8400da447b89e0b39bb61,English,3,27,11,data/per_movie/English/enf18baec3a1b8400da447b89e0b39bb61/gold_character_timelines_v1.json,data/per_movie/English/enf18baec3a1b8400da447b89e0b39bb61/gold_cross_scene_arcs_v1.json
enf1d20cc82ed548c5b2aac849e53e68f6,English,2,24,9,data/per_movie/English/enf1d20cc82ed548c5b2aac849e53e68f6/gold_character_timelines_v1.json,data/per_movie/English/enf1d20cc82ed548c5b2aac849e53e68f6/gold_cross_scene_arcs_v1.json
enf30d36a744764b89b68ac58103b401f0,English,3,35,13,data/per_movie/English/enf30d36a744764b89b68ac58103b401f0/gold_character_timelines_v1.json,data/per_movie/English/enf30d36a744764b89b68ac58103b401f0/gold_cross_scene_arcs_v1.json
enf53d09c71da246cfb21c10366409a6b1,English,3,31,12,data/per_movie/English/enf53d09c71da246cfb21c10366409a6b1/gold_character_timelines_v1.json,data/per_movie/English/enf53d09c71da246cfb21c10366409a6b1/gold_cross_scene_arcs_v1.json
enf689530f4ca245d28318dd0fdb24c50d,English,3,36,13,data/per_movie/English/enf689530f4ca245d28318dd0fdb24c50d/gold_character_timelines_v1.json,data/per_movie/English/enf689530f4ca245d28318dd0fdb24c50d/gold_cross_scene_arcs_v1.json
enf70932f1126d4ce791057d9a8b377ada,English,3,29,13,data/per_movie/English/enf70932f1126d4ce791057d9a8b377ada/gold_character_timelines_v1.json,data/per_movie/English/enf70932f1126d4ce791057d9a8b377ada/gold_cross_scene_arcs_v1.json
enf7e99e169f8b4820b95496eadb014785,English,3,35,13,data/per_movie/English/enf7e99e169f8b4820b95496eadb014785/gold_character_timelines_v1.json,data/per_movie/English/enf7e99e169f8b4820b95496eadb014785/gold_cross_scene_arcs_v1.json
enf854f6d986194b25a467dae9b922f46e,English,3,35,13,data/per_movie/English/enf854f6d986194b25a467dae9b922f46e/gold_character_timelines_v1.json,data/per_movie/English/enf854f6d986194b25a467dae9b922f46e/gold_cross_scene_arcs_v1.json
enf903e9b905b54ea09072b039caccdbeb,English,3,31,13,data/per_movie/English/enf903e9b905b54ea09072b039caccdbeb/gold_character_timelines_v1.json,data/per_movie/English/enf903e9b905b54ea09072b039caccdbeb/gold_cross_scene_arcs_v1.json
enff3a622961b84aa091a2a5babfe2aa18,English,3,35,14,data/per_movie/English/enff3a622961b84aa091a2a5babfe2aa18/gold_character_timelines_v1.json,data/per_movie/English/enff3a622961b84aa091a2a5babfe2aa18/gold_cross_scene_arcs_v1.json
ch031fd9f8e8339ed61190f6e72d73dc8b05e8aef2,Chinese,3,29,11,data/per_movie/Chinese/ch031fd9f8e8339ed61190f6e72d73dc8b05e8aef2/gold_character_timelines_v1.json,data/per_movie/Chinese/ch031fd9f8e8339ed61190f6e72d73dc8b05e8aef2/gold_cross_scene_arcs_v1.json
ch0322a858c8bac81427599b9ce19beab3dfdaec4a,Chinese,2,21,7,data/per_movie/Chinese/ch0322a858c8bac81427599b9ce19beab3dfdaec4a/gold_character_timelines_v1.json,data/per_movie/Chinese/ch0322a858c8bac81427599b9ce19beab3dfdaec4a/gold_cross_scene_arcs_v1.json
ch060a57fa2cc7b375d4db567c3ec463f4c7f0dd75,Chinese,3,36,12,data/per_movie/Chinese/ch060a57fa2cc7b375d4db567c3ec463f4c7f0dd75/gold_character_timelines_v1.json,data/per_movie/Chinese/ch060a57fa2cc7b375d4db567c3ec463f4c7f0dd75/gold_cross_scene_arcs_v1.json
ch0a030ed73550489a6cf95bdd8d09a426c8f45a6a,Chinese,3,36,12,data/per_movie/Chinese/ch0a030ed73550489a6cf95bdd8d09a426c8f45a6a/gold_character_timelines_v1.json,data/per_movie/Chinese/ch0a030ed73550489a6cf95bdd8d09a426c8f45a6a/gold_cross_scene_arcs_v1.json
ch0b3b18b813e9ce3dcea7e660ab062e79e2637aab,Chinese,3,30,11,data/per_movie/Chinese/ch0b3b18b813e9ce3dcea7e660ab062e79e2637aab/gold_character_timelines_v1.json,data/per_movie/Chinese/ch0b3b18b813e9ce3dcea7e660ab062e79e2637aab/gold_cross_scene_arcs_v1.json
ch0c733d3c1e5b335c7a44a0c18d42e0b8ec40a841,Chinese,1,10,5,data/per_movie/Chinese/ch0c733d3c1e5b335c7a44a0c18d42e0b8ec40a841/gold_character_timelines_v1.json,data/per_movie/Chinese/ch0c733d3c1e5b335c7a44a0c18d42e0b8ec40a841/gold_cross_scene_arcs_v1.json
ch232d9fa92b0f7586b39d9a6beb75dc2827489ed3,Chinese,3,26,11,data/per_movie/Chinese/ch232d9fa92b0f7586b39d9a6beb75dc2827489ed3/gold_character_timelines_v1.json,data/per_movie/Chinese/ch232d9fa92b0f7586b39d9a6beb75dc2827489ed3/gold_cross_scene_arcs_v1.json
ch264d4181722e2f969e974d0f57ae7dea83d4bef4,Chinese,3,28,10,data/per_movie/Chinese/ch264d4181722e2f969e974d0f57ae7dea83d4bef4/gold_character_timelines_v1.json,data/per_movie/Chinese/ch264d4181722e2f969e974d0f57ae7dea83d4bef4/gold_cross_scene_arcs_v1.json
ch28bd3f170039ebe85275b2d5a4d26c1bb8c8f2f0,Chinese,1,12,5,data/per_movie/Chinese/ch28bd3f170039ebe85275b2d5a4d26c1bb8c8f2f0/gold_character_timelines_v1.json,data/per_movie/Chinese/ch28bd3f170039ebe85275b2d5a4d26c1bb8c8f2f0/gold_cross_scene_arcs_v1.json
ch2900df1120653869ea00145a6edac6585a0c942f,Chinese,3,34,10,data/per_movie/Chinese/ch2900df1120653869ea00145a6edac6585a0c942f/gold_character_timelines_v1.json,data/per_movie/Chinese/ch2900df1120653869ea00145a6edac6585a0c942f/gold_cross_scene_arcs_v1.json
ch3a57b2f5c710ef650faa2af0210b76d702c456a7,Chinese,3,27,8,data/per_movie/Chinese/ch3a57b2f5c710ef650faa2af0210b76d702c456a7/gold_character_timelines_v1.json,data/per_movie/Chinese/ch3a57b2f5c710ef650faa2af0210b76d702c456a7/gold_cross_scene_arcs_v1.json
ch3e4c8f9bd713a665352a147555ff68bf302935cf,Chinese,3,21,9,data/per_movie/Chinese/ch3e4c8f9bd713a665352a147555ff68bf302935cf/gold_character_timelines_v1.json,data/per_movie/Chinese/ch3e4c8f9bd713a665352a147555ff68bf302935cf/gold_cross_scene_arcs_v1.json
ch48a3d3de9f887c24c526ff5db17160702612afcb,Chinese,3,30,11,data/per_movie/Chinese/ch48a3d3de9f887c24c526ff5db17160702612afcb/gold_character_timelines_v1.json,data/per_movie/Chinese/ch48a3d3de9f887c24c526ff5db17160702612afcb/gold_cross_scene_arcs_v1.json
ch4d39a27d2dbb2057f23eff0c5ccbfc3501a343a3,Chinese,3,35,13,data/per_movie/Chinese/ch4d39a27d2dbb2057f23eff0c5ccbfc3501a343a3/gold_character_timelines_v1.json,data/per_movie/Chinese/ch4d39a27d2dbb2057f23eff0c5ccbfc3501a343a3/gold_cross_scene_arcs_v1.json
ch554cfa228c483a7e64cb73bbc932dcb8415e69c3,Chinese,3,30,10,data/per_movie/Chinese/ch554cfa228c483a7e64cb73bbc932dcb8415e69c3/gold_character_timelines_v1.json,data/per_movie/Chinese/ch554cfa228c483a7e64cb73bbc932dcb8415e69c3/gold_cross_scene_arcs_v1.json
ch65a92838a9e782e6aae93c01ec0de618faca113f,Chinese,3,30,10,data/per_movie/Chinese/ch65a92838a9e782e6aae93c01ec0de618faca113f/gold_character_timelines_v1.json,data/per_movie/Chinese/ch65a92838a9e782e6aae93c01ec0de618faca113f/gold_cross_scene_arcs_v1.json
ch6c733e4efe1ce5abf66b263d3cb3b9d6b0e66881,Chinese,3,35,11,data/per_movie/Chinese/ch6c733e4efe1ce5abf66b263d3cb3b9d6b0e66881/gold_character_timelines_v1.json,data/per_movie/Chinese/ch6c733e4efe1ce5abf66b263d3cb3b9d6b0e66881/gold_cross_scene_arcs_v1.json
ch6d1d9f66a85adc2119804cfbe50dea12dba17fc3,Chinese,3,33,11,data/per_movie/Chinese/ch6d1d9f66a85adc2119804cfbe50dea12dba17fc3/gold_character_timelines_v1.json,data/per_movie/Chinese/ch6d1d9f66a85adc2119804cfbe50dea12dba17fc3/gold_cross_scene_arcs_v1.json
ch73ecaf82fb8df861b68086928a68837ffe7b8836,Chinese,3,31,12,data/per_movie/Chinese/ch73ecaf82fb8df861b68086928a68837ffe7b8836/gold_character_timelines_v1.json,data/per_movie/Chinese/ch73ecaf82fb8df861b68086928a68837ffe7b8836/gold_cross_scene_arcs_v1.json
ch7f2f1c3b1d9899f8dea12e1b14d136c1c64f0e8f,Chinese,3,26,12,data/per_movie/Chinese/ch7f2f1c3b1d9899f8dea12e1b14d136c1c64f0e8f/gold_character_timelines_v1.json,data/per_movie/Chinese/ch7f2f1c3b1d9899f8dea12e1b14d136c1c64f0e8f/gold_cross_scene_arcs_v1.json
ch8606bf8817d260b5a5068017192d58bcb3968160,Chinese,3,35,11,data/per_movie/Chinese/ch8606bf8817d260b5a5068017192d58bcb3968160/gold_character_timelines_v1.json,data/per_movie/Chinese/ch8606bf8817d260b5a5068017192d58bcb3968160/gold_cross_scene_arcs_v1.json
ch89a645353ab1034f9c3cf6f0e52cb1d825a383d8,Chinese,3,32,8,data/per_movie/Chinese/ch89a645353ab1034f9c3cf6f0e52cb1d825a383d8/gold_character_timelines_v1.json,data/per_movie/Chinese/ch89a645353ab1034f9c3cf6f0e52cb1d825a383d8/gold_cross_scene_arcs_v1.json
ch8a8ced6eb92fd22eb399f04e3dc5091bc76fb001,Chinese,3,31,9,data/per_movie/Chinese/ch8a8ced6eb92fd22eb399f04e3dc5091bc76fb001/gold_character_timelines_v1.json,data/per_movie/Chinese/ch8a8ced6eb92fd22eb399f04e3dc5091bc76fb001/gold_cross_scene_arcs_v1.json
ch9c01ad091190fa199992e11c4db3753ed009c3b3,Chinese,3,30,10,data/per_movie/Chinese/ch9c01ad091190fa199992e11c4db3753ed009c3b3/gold_character_timelines_v1.json,data/per_movie/Chinese/ch9c01ad091190fa199992e11c4db3753ed009c3b3/gold_cross_scene_arcs_v1.json
cha6a614a1901d587ca47bfaad01e2091c55ef0410,Chinese,3,32,13,data/per_movie/Chinese/cha6a614a1901d587ca47bfaad01e2091c55ef0410/gold_character_timelines_v1.json,data/per_movie/Chinese/cha6a614a1901d587ca47bfaad01e2091c55ef0410/gold_cross_scene_arcs_v1.json
cha9b2e0b377b122037bc5bcbe4ed13155ee1ea4dd,Chinese,3,31,10,data/per_movie/Chinese/cha9b2e0b377b122037bc5bcbe4ed13155ee1ea4dd/gold_character_timelines_v1.json,data/per_movie/Chinese/cha9b2e0b377b122037bc5bcbe4ed13155ee1ea4dd/gold_cross_scene_arcs_v1.json
chad83aa5c1d76c9068cb7f2693704827931d91b36,Chinese,3,33,11,data/per_movie/Chinese/chad83aa5c1d76c9068cb7f2693704827931d91b36/gold_character_timelines_v1.json,data/per_movie/Chinese/chad83aa5c1d76c9068cb7f2693704827931d91b36/gold_cross_scene_arcs_v1.json
chae00e2dc4c421582cf30f3c1560de30f5db40b72,Chinese,3,36,9,data/per_movie/Chinese/chae00e2dc4c421582cf30f3c1560de30f5db40b72/gold_character_timelines_v1.json,data/per_movie/Chinese/chae00e2dc4c421582cf30f3c1560de30f5db40b72/gold_cross_scene_arcs_v1.json
chb23b5d80b64a100b58872d47658af25d2191f4cd,Chinese,3,27,9,data/per_movie/Chinese/chb23b5d80b64a100b58872d47658af25d2191f4cd/gold_character_timelines_v1.json,data/per_movie/Chinese/chb23b5d80b64a100b58872d47658af25d2191f4cd/gold_cross_scene_arcs_v1.json
chb8e00f0278050f26b72df848231e592f51534361,Chinese,3,29,13,data/per_movie/Chinese/chb8e00f0278050f26b72df848231e592f51534361/gold_character_timelines_v1.json,data/per_movie/Chinese/chb8e00f0278050f26b72df848231e592f51534361/gold_cross_scene_arcs_v1.json
chc287cf500dba3fdc512a55d138da55aa1b4d72c5,Chinese,3,35,12,data/per_movie/Chinese/chc287cf500dba3fdc512a55d138da55aa1b4d72c5/gold_character_timelines_v1.json,data/per_movie/Chinese/chc287cf500dba3fdc512a55d138da55aa1b4d72c5/gold_cross_scene_arcs_v1.json
chc2f31bb0076a9af2ee30ece37559865c58b9b2ad,Chinese,3,32,9,data/per_movie/Chinese/chc2f31bb0076a9af2ee30ece37559865c58b9b2ad/gold_character_timelines_v1.json,data/per_movie/Chinese/chc2f31bb0076a9af2ee30ece37559865c58b9b2ad/gold_cross_scene_arcs_v1.json
chc685e0cf677e155ba6bb8fdee80921a141fe8db3,Chinese,3,35,12,data/per_movie/Chinese/chc685e0cf677e155ba6bb8fdee80921a141fe8db3/gold_character_timelines_v1.json,data/per_movie/Chinese/chc685e0cf677e155ba6bb8fdee80921a141fe8db3/gold_cross_scene_arcs_v1.json
chc8ef1e21bbf697c997957ec09a27524aaf059edf,Chinese,2,21,8,data/per_movie/Chinese/chc8ef1e21bbf697c997957ec09a27524aaf059edf/gold_character_timelines_v1.json,data/per_movie/Chinese/chc8ef1e21bbf697c997957ec09a27524aaf059edf/gold_cross_scene_arcs_v1.json
chc95f46bf2d0ae423702d26a7fcbe510f620879ce,Chinese,3,31,9,data/per_movie/Chinese/chc95f46bf2d0ae423702d26a7fcbe510f620879ce/gold_character_timelines_v1.json,data/per_movie/Chinese/chc95f46bf2d0ae423702d26a7fcbe510f620879ce/gold_cross_scene_arcs_v1.json
chd402648d2a03c186ae42765c5c33fee162b110b5,Chinese,3,36,15,data/per_movie/Chinese/chd402648d2a03c186ae42765c5c33fee162b110b5/gold_character_timelines_v1.json,data/per_movie/Chinese/chd402648d2a03c186ae42765c5c33fee162b110b5/gold_cross_scene_arcs_v1.json
chdd7e4ae2272bbacd475645b1e574deb4eb829567,Chinese,3,36,15,data/per_movie/Chinese/chdd7e4ae2272bbacd475645b1e574deb4eb829567/gold_character_timelines_v1.json,data/per_movie/Chinese/chdd7e4ae2272bbacd475645b1e574deb4eb829567/gold_cross_scene_arcs_v1.json
che261d398714901ce9e34d79269f6c07c1b54c65f,Chinese,3,33,13,data/per_movie/Chinese/che261d398714901ce9e34d79269f6c07c1b54c65f/gold_character_timelines_v1.json,data/per_movie/Chinese/che261d398714901ce9e34d79269f6c07c1b54c65f/gold_cross_scene_arcs_v1.json
che5a4fc62d8f770710a95c6990e35c81c42866aa6,Chinese,3,32,12,data/per_movie/Chinese/che5a4fc62d8f770710a95c6990e35c81c42866aa6/gold_character_timelines_v1.json,data/per_movie/Chinese/che5a4fc62d8f770710a95c6990e35c81c42866aa6/gold_cross_scene_arcs_v1.json
chec4732423c118aa09eb74002dbdbd703a266b0cc,Chinese,3,28,10,data/per_movie/Chinese/chec4732423c118aa09eb74002dbdbd703a266b0cc/gold_character_timelines_v1.json,data/per_movie/Chinese/chec4732423c118aa09eb74002dbdbd703a266b0cc/gold_cross_scene_arcs_v1.json
chf32a77e1d4c1d385b707ddbcb565ff3d2d4cce3c,Chinese,3,29,11,data/per_movie/Chinese/chf32a77e1d4c1d385b707ddbcb565ff3d2d4cce3c/gold_character_timelines_v1.json,data/per_movie/Chinese/chf32a77e1d4c1d385b707ddbcb565ff3d2d4cce3c/gold_cross_scene_arcs_v1.json
chf4bc38ad92a58a87e8b51efe2214e53d0e6b2e96,Chinese,3,36,15,data/per_movie/Chinese/chf4bc38ad92a58a87e8b51efe2214e53d0e6b2e96/gold_character_timelines_v1.json,data/per_movie/Chinese/chf4bc38ad92a58a87e8b51efe2214e53d0e6b2e96/gold_cross_scene_arcs_v1.json
